Titulo,Autores,Categoria,Calificacion,Precio,"In Stock",Link
"The New Guy (and Other Senior Year Distractions)","Amy Spalding","Young Adult",3,Â£44.92,"In stock",https://books.toscrape.com/catalogue/the-new-guy-and-other-senior-year-distractions_266/index.html
"The Nanny Diaries (Nanny #1)","Jacalyn S. Burke","Womens Fiction",5,Â£52.53,"In stock",https://books.toscrape.com/catalogue/the-nanny-diaries-nanny-1_265/index.html
"The Name of God is Mercy","Pope Francis",Nonfiction,2,Â£37.25,"In stock",https://books.toscrape.com/catalogue/the-name-of-god-is-mercy_264/index.html
"The Maze Runner (The Maze Runner #1)","James Dashner",Default,1,Â£20.93,"In stock",https://books.toscrape.com/catalogue/the-maze-runner-the-maze-runner-1_263/index.html
"The Lover's Dictionary","David Levithan",Default,2,Â£58.09,"In stock",https://books.toscrape.com/catalogue/the-lovers-dictionary_262/index.html
"The Lonely Ones","Manly Palmer Hall",Childrens,5,Â£43.59,"In stock",https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html
"The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses","Eric Ries",Business,3,Â£33.92,"In stock",https://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html
"The Last Painting of Sara de Vos","Dominic Smith","Historical Fiction",2,Â£55.55,"In stock",https://books.toscrape.com/catalogue/the-last-painting-of-sara-de-vos_259/index.html
"The Land of 10,000 Madonnas","Kate Hattemer","Young Adult",4,Â£29.64,"In stock",https://books.toscrape.com/catalogue/the-land-of-10000-madonnas_258/index.html
"The Infinities","John Banville",Fiction,1,Â£27.41,"In stock",https://books.toscrape.com/catalogue/the-infinities_257/index.html
"The Husband's Secret","Liane Moriarty",Fiction,5,Â£52.51,"In stock",https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html
"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1)","Douglas Adams","Add a comment",3,Â£47.80,"In stock",https://books.toscrape.com/catalogue/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html
"The Guns of August","Barbara Wertheim Tuchman",History,2,Â£14.54,"In stock",https://books.toscrape.com/catalogue/the-guns-of-august_254/index.html
"The Guernsey Literary and Potato Peel Pie Society","Mary Ann Shaffer, Annie Barrows","Historical Fiction",1,Â£49.53,"In stock",https://books.toscrape.com/catalogue/the-guernsey-literary-and-potato-peel-pie-society_253/index.html
"The Goldfinch","Donna Tartt",Default,3,Â£43.58,"In stock",https://books.toscrape.com/catalogue/the-goldfinch_252/index.html
"The Giver (The Giver Quartet #1)","G Whiz",Default,1,Â£12.30,"In stock",https://books.toscrape.com/catalogue/the-giver-the-giver-quartet-1_251/index.html
"The Girl with All the Gifts","M. R. Carey",Horror,3,Â£49.47,"In stock",https://books.toscrape.com/catalogue/the-girl-with-all-the-gifts_250/index.html
"The Girl Who Played with Fire (Millennium Trilogy #2)","Sylvain Runberg",Default,2,Â£22.14,"In stock",https://books.toscrape.com/catalogue/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html
"The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3)","Sylvain Runberg","Add a comment",1,Â£57.48,"In stock",https://books.toscrape.com/catalogue/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html
"The Exiled","Jordan Lowery",Mystery,3,Â£43.45,"In stock",https://books.toscrape.com/catalogue/the-exiled_247/index.html
"The End of Faith: Religion, Terror, and the Future of Reason","Sam Harris","Add a comment",4,Â£22.13,"In stock",https://books.toscrape.com/catalogue/the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory","Brian Greene",Science,4,Â£13.03,"In stock",https://books.toscrape.com/catalogue/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements","Sam Kean",Science,5,Â£57.35,"In stock",https://books.toscrape.com/catalogue/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html
"The Devil Wears Prada (The Devil Wears Prada #1)","Lauren Weisberger","Womens Fiction",1,Â£44.29,"In stock",https://books.toscrape.com/catalogue/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html
"The Demon-Haunted World: Science as a Candle in the Dark","Carl Sagan, Ann Druyan",Default,4,Â£52.25,"In stock",https://books.toscrape.com/catalogue/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html
"The Day the Crayons Came Home (Crayons)","Drew Daywalt",Childrens,5,Â£26.33,"In stock",https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html
"The Da Vinci Code (Robert Langdon #2)","Dan Brown",Fiction,2,Â£22.96,"In stock",https://books.toscrape.com/catalogue/the-da-vinci-code-robert-langdon-2_240/index.html
"The Cuckoo's Calling (Cormoran Strike #1)","Robert Galbraith",Mystery,1,Â£19.21,"In stock",https://books.toscrape.com/catalogue/the-cuckoos-calling-cormoran-strike-1_239/index.html
"The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition])","Edgar Allan Poe",Classics,4,Â£26.78,"In stock",https://books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html
"The Complete Poems","Cecil Day Lewis","Add a comment",5,Â£41.32,"In stock",https://books.toscrape.com/catalogue/the-complete-poems_237/index.html
"The Catcher in the Rye","J. D. Salinger","Add a comment",1,Â£24.55,"In stock",https://books.toscrape.com/catalogue/the-catcher-in-the-rye_236/index.html
"The Cat in the Hat (Beginner Books B-1)","Richard H.F. Lindemann",Childrens,2,Â£16.26,"In stock",https://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html
"The Case for Christ (Cases for Christianity)","Lee Strobel","Add a comment",1,Â£47.84,"In stock",https://books.toscrape.com/catalogue/the-case-for-christ-cases-for-christianity_234/index.html
"The Book Thief","Markus Zusak",Default,2,Â£53.49,"In stock",https://books.toscrape.com/catalogue/the-book-thief_233/index.html
"The Book of Basketball: The NBA According to The Sports Guy","Bill Simmons","Sports and Games",5,Â£44.84,"In stock",https://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html
"The Blind Side: Evolution of a Game","Michael Lewis","Add a comment",5,Â£53.71,"In stock",https://books.toscrape.com/catalogue/the-blind-side-evolution-of-a-game_231/index.html
"The Autobiography of Malcolm X","Malcolm X, Alex Haley",Default,2,Â£23.43,"In stock",https://books.toscrape.com/catalogue/the-autobiography-of-malcolm-x_230/index.html
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution","Alice Waters","Food and Drink",3,Â£34.32,"In stock",https://books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html
"The Art of Fielding","Chad Harbach",Fiction,1,Â£22.10,"In stock",https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character","Richard P Feynman",Science,2,Â£25.83,"In stock",https://books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html
"Stiff: The Curious Lives of Human Cadavers","Mary Roach",Nonfiction,3,Â£36.74,"In stock",https://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html
"Spilled Milk: Based on a True Story","K. L. Randis",Nonfiction,1,Â£49.51,"In stock",https://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html
"Something Borrowed (Darcy & Rachel #1)","Emily Giffin","Womens Fiction",5,Â£48.96,"In stock",https://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html
"Something Blue (Darcy & Rachel #2)","Emily Giffin","Womens Fiction",1,Â£54.62,"In stock",https://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html
"Soldier (Talon #3)","Julie Kagawa",Fantasy,2,Â£24.72,"In stock",https://books.toscrape.com/catalogue/soldier-talon-3_222/index.html
"Shopaholic & Baby (Shopaholic #5)","Sophie Kinsella",Default,2,Â£46.45,"In stock",https://books.toscrape.com/catalogue/shopaholic-baby-shopaholic-5_221/index.html
"Seven Days in the Art World","Sarah Thornton","Add a comment",2,Â£52.33,"In stock",https://books.toscrape.com/catalogue/seven-days-in-the-art-world_220/index.html
"Seven Brief Lessons on Physics","Carlo Rovelli",Science,4,Â£30.60,"In stock",https://books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html
"Scarlet (The Lunar Chronicles #2)","Marissa Meyer","Young Adult",4,Â£14.57,"In stock",https://books.toscrape.com/catalogue/scarlet-the-lunar-chronicles-2_218/index.html
"Sarah's Key","Tatiana De Rosnay","Add a comment",1,Â£46.29,"In stock",https://books.toscrape.com/catalogue/sarahs-key_217/index.html
"Saga, Volume 3 (Saga (Collected Editions) #3)","A. G. Howard","Sequential Art",5,Â£21.57,"In stock",https://books.toscrape.com/catalogue/saga-volume-3-saga-collected-editions-3_216/index.html
"Running with Scissors","Augusten Burroughs",Autobiography,4,Â£12.91,"In stock",https://books.toscrape.com/catalogue/running-with-scissors_215/index.html
"Rogue Lawyer (Rogue Lawyer #1)","John Grisham","Add a comment",3,Â£50.11,"In stock",https://books.toscrape.com/catalogue/rogue-lawyer-rogue-lawyer-1_214/index.html
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars","Nathalia Holt",Nonfiction,4,Â£41.67,"In stock",https://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html
Rework,"Jason Fried, David Heinemeier Hansson",Business,2,Â£44.88,"In stock",https://books.toscrape.com/catalogue/rework_212/index.html
"Reservations for Two","Hillary Manton Lodge",Romance,3,Â£11.10,"In stock",https://books.toscrape.com/catalogue/reservations-for-two_211/index.html
"Red: The True Story of Red Riding Hood","Liesl Shurtliff",Childrens,3,Â£28.54,"In stock",https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html
"Ready Player One","Ernest Cline","Science Fiction",4,Â£19.07,"In stock",https://books.toscrape.com/catalogue/ready-player-one_209/index.html
"Quiet: The Power of Introverts in a World That Can't Stop Talking","Susan Cain",Default,1,Â£43.55,"In stock",https://books.toscrape.com/catalogue/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html
"Prodigy: The Graphic Novel (Legend: The Graphic Novel #2)","Rick Riordan","Sequential Art",3,Â£43.63,"In stock",https://books.toscrape.com/catalogue/prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html
"Persepolis: The Story of a Childhood (Persepolis #1-2)","Marjane Satrapi","Sequential Art",1,Â£39.13,"In stock",https://books.toscrape.com/catalogue/persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html
"Packing for Mars: The Curious Science of Life in the Void","Mary Roach",Default,2,Â£56.68,"In stock",https://books.toscrape.com/catalogue/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html
"Outliers: The Story of Success","Malcolm Gladwell",Nonfiction,1,Â£14.16,"In stock",https://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html
"Original Fake","Anna Bulanan","Sequential Art",3,Â£31.45,"In stock",https://books.toscrape.com/catalogue/original-fake_203/index.html
"Orange Is the New Black","Piper Kerman",Default,2,Â£24.61,"In stock",https://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html
"One for the Money (Stephanie Plum #1)","Janet Evanovich",Default,2,Â£32.87,"In stock",https://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html
"Notes from a Small Island (Notes From a Small Island #1)","Bill Bryson",Nonfiction,1,Â£40.17,"In stock",https://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html
"Night (The Night Trilogy #1)","C.J. Pinard",Nonfiction,1,Â£13.51,"In stock",https://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html
"Neither Here nor There: Travels in Europe","Bill Bryson",Travel,3,Â£38.95,"In stock",https://books.toscrape.com/catalogue/neither-here-nor-there-travels-in-europe_198/index.html
Naked,"Bettyann Kevles",Humor,3,Â£31.69,"In stock",https://books.toscrape.com/catalogue/naked_197/index.html
"Morning Star (Red Rising #3)","Pierce Brown",Default,1,Â£29.40,"In stock",https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing","Christy Wilson Beam",Nonfiction,1,Â£57.83,"In stock",https://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html
"Midnight Riot (Peter Grant/ Rivers of London - books #1)","Ben Aaronovitch",Fantasy,2,Â£55.46,"In stock",https://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html
"Me Talk Pretty One Day","David Sedaris",Autobiography,2,Â£57.60,"In stock",https://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html
"Manuscript Found in Accra","Paulo Coelho","Add a comment",2,Â£34.98,"In stock",https://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html
"Lust & Wonder","Augusten Burroughs",Autobiography,2,Â£11.87,"In stock",https://books.toscrape.com/catalogue/lust-wonder_191/index.html
"Lila (Gilead #3)","Marilynne Robinson",Fiction,3,Â£12.47,"In stock",https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)","Douglas Adams","Science Fiction",2,Â£33.26,"In stock",https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html
"Life Without a Recipe","Diana Abu-Jaber",Autobiography,5,Â£59.04,"In stock",https://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html
"Life After Life","K.R. Schmitt",Default,2,Â£26.13,"In stock",https://books.toscrape.com/catalogue/life-after-life_187/index.html
"Letter to a Christian Nation","Sam Harris",Nonfiction,1,Â£22.20,"In stock",https://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html
"Let's Pretend This Never Happened: A Mostly True Memoir","Jenny Lawson",Nonfiction,1,Â£45.11,"In stock",https://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html
"Legend (Legend #1)","Ryan Scott Ottney","Young Adult",4,Â£43.69,"In stock",https://books.toscrape.com/catalogue/legend-legend-1_184/index.html
"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg",Default,1,Â£25.02,"In stock",https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html
"Lamb: The Gospel According to Biff, Christ's Childhood Pal","Christopher Moore",Humor,5,Â£55.50,"In stock",https://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html
"Lady Renegades (Rebel Belle #3)","Rachel Hawkins","Young Adult",5,Â£53.04,"In stock",https://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html
"Jurassic Park (Jurassic Park #1)","Scott Ciencin",Fiction,1,Â£44.97,"In stock",https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html
"It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond","Julia Cameron",Nonfiction,1,Â£42.38,"In stock",https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html
"Is Everyone Hanging Out Without Me? (And Other Concerns)","Mindy Kaling",Default,3,Â£20.11,"In stock",https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html
"Into the Wild","Libros Maestros",Nonfiction,5,Â£56.70,"In stock",https://books.toscrape.com/catalogue/into-the-wild_177/index.html
"Inferno (Robert Langdon #4)","Dan Brown",Fiction,5,Â£41.00,"In stock",https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin","Erik Larson",Nonfiction,3,Â£28.85,"In stock",https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html
"If I Run (If I Run #1)","Molly Black","Christian Fiction",4,Â£49.97,"In stock",https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html
"I've Got Your Number","Sophie Kinsella","Womens Fiction",1,Â£19.69,"In stock",https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html
"I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban","Malala Yousafzai",Nonfiction,2,Â£28.88,"In stock",https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html
"Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World","Lisa Lillien","Food and Drink",3,Â£33.14,"In stock",https://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth","Richard Conniff",History,2,Â£43.70,"In stock",https://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html
"House of Leaves","Mark Z. Danielewski",Horror,1,Â£54.89,"In stock",https://books.toscrape.com/catalogue/house-of-leaves_169/index.html
"Horrible Bear!","Ame Dyckman",Childrens,2,Â£37.52,"In stock",https://books.toscrape.com/catalogue/horrible-bear_168/index.html
"Holidays on Ice","David Sedaris",Humor,2,Â£51.07,"In stock",https://books.toscrape.com/catalogue/holidays-on-ice_167/index.html
"Heir to the Sky","Amanda Sun",Fantasy,4,Â£44.07,"In stock",https://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html
"Green Eggs and Ham (Beginner Books B-16)","Dr. Seuss",Childrens,4,Â£10.79,"In stock",https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html
"Grayson, Vol 3: Nemesis (Grayson #3)","Tom King, Tim Seeley","Sequential Art",1,Â£42.72,"In stock",https://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/index.html
Gratitude,"Rhonda Byrne",Nonfiction,5,Â£26.66,"In stock",https://books.toscrape.com/catalogue/gratitude_163/index.html
"Gone Girl","Gillian Flynn",Default,5,Â£37.60,"In stock",https://books.toscrape.com/catalogue/gone-girl_162/index.html
"Golden (Heart of Dread #3)","Thomas Locke","Young Adult",4,Â£42.21,"In stock",https://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html
"Girl in the Blue Coat","Monica Hesse","Historical Fiction",2,Â£46.83,"In stock",https://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html
"Fruits Basket, Vol. 3 (Fruits Basket #3)","Natsuki Takaya","Sequential Art",2,Â£45.17,"In stock",https://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/index.html
"Friday Night Lights: A Town, a Team, and a Dream","H. G. Bissinger","Sports and Games",3,Â£51.22,"In stock",https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html
"Fire Bound (Sea Haven/Sisters of the Heart #5)","Christine Feehan","Add a comment",4,Â£21.28,"In stock",https://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html
"Fifty Shades Freed (Fifty Shades #3)","E L James","Adult Fiction",5,Â£15.36,"In stock",https://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html
Fellside,"M. R. Carey",Default,1,Â£38.62,"In stock",https://books.toscrape.com/catalogue/fellside_155/index.html
"Extreme Prey (Lucas Davenport #26)","John Sandford",Mystery,3,Â£25.40,"In stock",https://books.toscrape.com/catalogue/extreme-prey-lucas-davenport-26_154/index.html
"Eragon (The Inheritance Cycle #1)","Christopher Paolini",Fantasy,3,Â£43.87,"In stock",https://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html
"Eclipse (Twilight #3)","Stephenie Meyer",Default,1,Â£18.74,"In stock",https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html
"Dune (Dune #1)","Frank Herbert","Science Fiction",1,Â£54.86,"In stock",https://books.toscrape.com/catalogue/dune-dune-1_151/index.html
Dracula,"Bram Stoker",Default,3,Â£52.62,"In stock",https://books.toscrape.com/catalogue/dracula_150/index.html
"Do Androids Dream of Electric Sheep? (Blade Runner #1)","Chris Roberson","Science Fiction",1,Â£51.48,"In stock",https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html
"Disrupted: My Misadventure in the Start-Up Bubble","Dan Lyons",Nonfiction,5,Â£15.28,"In stock",https://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html
"Dead Wake: The Last Crossing of the Lusitania","Erik Larson",Default,5,Â£39.24,"In stock",https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants","Malcolm Gladwell",Default,1,Â£17.81,"In stock",https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html
"Darkfever (Fever #1)","Karen Marie Moning",Fantasy,1,Â£56.02,"In stock",https://books.toscrape.com/catalogue/darkfever-fever-1_145/index.html
"Dark Places",Novelmaker,Default,5,Â£23.90,"In stock",https://books.toscrape.com/catalogue/dark-places_144/index.html
"Crazy Rich Asians (Crazy Rich Asians #1)","Kevin Kwan",Fiction,5,Â£49.13,"In stock",https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html
"Counting Thyme","Melanie Conklin",Childrens,1,Â£10.62,"In stock",https://books.toscrape.com/catalogue/counting-thyme_142/index.html
Cosmos,"Alexander von Humboldt","Add a comment",2,Â£36.17,"In stock",https://books.toscrape.com/catalogue/cosmos_141/index.html
"Civilization and Its Discontents","Sigmund Freud",Psychology,2,Â£59.95,"In stock",https://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html
"Cinder (The Lunar Chronicles #1)","Marissa Meyer","Young Adult",1,Â£26.09,"In stock",https://books.toscrape.com/catalogue/cinder-the-lunar-chronicles-1_139/index.html
"Catastrophic Happiness: Finding Joy in Childhood's Messy Years","Catherine Newman",Parenting,2,Â£37.35,"In stock",https://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html
"Career of Evil (Cormoran Strike #3)","Robert Galbraith",Mystery,2,Â£24.72,"In stock",https://books.toscrape.com/catalogue/career-of-evil-cormoran-strike-3_137/index.html
"Breaking Dawn (Twilight #4)","Stephenie MEYER",Default,5,Â£35.28,"In stock",https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html
"Brave Enough","LINDSEY. STIRLING",Nonfiction,5,Â£51.32,"In stock",https://books.toscrape.com/catalogue/brave-enough_135/index.html
"Boy Meets Boy","David Levithan","Young Adult",3,Â£21.12,"In stock",https://books.toscrape.com/catalogue/boy-meets-boy_134/index.html
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","Christopher McDougall",Nonfiction,2,Â£27.35,"In stock",https://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html
"Blink: The Power of Thinking Without Thinking","Malcolm Gladwell",Nonfiction,5,Â£21.74,"In stock",https://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html
"Black Flags: The Rise of ISIS","Joby Warrick",Nonfiction,1,Â£40.87,"In stock",https://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html
"Black Butler, Vol. 1 (Black Butler #1)","Yana Toboso","Sequential Art",1,Â£49.31,"In stock",https://books.toscrape.com/catalogue/black-butler-vol-1-black-butler-1_130/index.html
"Big Little Lies","Liane Moriarty",Fiction,1,Â£22.11,"In stock",https://books.toscrape.com/catalogue/big-little-lies_129/index.html
"Between Shades of Gray","Ruta Sepetys","Historical Fiction",5,Â£20.79,"In stock",https://books.toscrape.com/catalogue/between-shades-of-gray_128/index.html
"Best of My Love (Fool's Gold #20)","Margaret Greco",Romance,2,Â£27.41,"In stock",https://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/index.html
Beowulf,"Christopher Tolkien",Classics,2,Â£38.35,"In stock",https://books.toscrape.com/catalogue/beowulf_126/index.html
"Beautiful Creatures (Caster Chronicles #1)","Kami Garcia, Margaret Stohl",Default,5,Â£21.55,"In stock",https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html
Awkward,"Ty Tashiro","Sequential Art",2,Â£38.02,"In stock",https://books.toscrape.com/catalogue/awkward_124/index.html
Ash,"Mary Gentle",Fantasy,4,Â£22.06,"In stock",https://books.toscrape.com/catalogue/ash_123/index.html
"Are We There Yet?","Martin L. Davis",Childrens,3,Â£10.66,"In stock",https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html
"Are We Smart Enough to Know How Smart Animals Are?","Frans de Waal",Nonfiction,1,Â£56.58,"In stock",https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html
"Annie on My Mind","Nancy Garden","Young Adult",5,Â£36.83,"In stock",https://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html
"And Then There Were None","AGATHA CHRISTIE",Classics,2,Â£35.01,"In stock",https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html
"A Walk in the Woods: Rediscovering America on the Appalachian Trail","Bill Bryson",Nonfiction,4,Â£30.48,"In stock",https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html
"A Visit from the Goon Squad","Jennifer Egan",Default,5,Â£14.08,"In stock",https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html
"A Storm of Swords (A Song of Ice and Fire #3)","George R. R. Martin",Fantasy,2,Â£31.22,"In stock",https://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html
"A Heartbreaking Work of Staggering Genius","Dave Eggers",Autobiography,5,Â£54.29,"In stock",https://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html
"8 Keys to Mental Health Through Exercise","Christina Hibbert",Psychology,1,Â£31.04,"In stock",https://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html
#GIRLBOSS,"Libros Maestros","Add a comment",1,Â£50.96,"In stock",https://books.toscrape.com/catalogue/girlboss_113/index.html
"The Suffragettes (Little Black Classics, #96)","Emmeline Pankhurst",Nonfiction,2,Â£11.89,"In stock",https://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html
"The Sense of an Ending","Julian Barnes","Add a comment",3,Â£31.38,"In stock",https://books.toscrape.com/catalogue/the-sense-of-an-ending_111/index.html
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)","Neil Gaiman, Various","Sequential Art",1,Â£54.81,"In stock",https://books.toscrape.com/catalogue/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html
"The Course of Love","Alain de Botton",Fiction,3,Â£16.78,"In stock",https://books.toscrape.com/catalogue/the-course-of-love_109/index.html
"Sugar Rush (Offensive Line #2)","Tracey Ward","Sports and Games",1,Â£24.42,"In stock",https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html
"Saga, Volume 2 (Saga (Collected Editions) #2)","A. G. Howard","Sequential Art",3,Â£11.75,"In stock",https://books.toscrape.com/catalogue/saga-volume-2-saga-collected-editions-2_107/index.html
